run,split,instance_id,resolved,steps,cost_usd,exit_status,failed_edits
20240402_sweagent_gpt4,full,pytest-dev__pytest-7324,False,5,0.37565000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7352,False,10,1.09586000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7373,False,34,4.10012000,submitted (exit_cost),15
20240402_sweagent_gpt4,full,pytest-dev__pytest-7432,False,13,1.20558000,submitted,1
20240402_sweagent_gpt4,full,pytest-dev__pytest-7466,False,25,2.75417000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7468,True,11,1.12477000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7481,False,19,2.65798000,submitted,1
20240402_sweagent_gpt4,full,pytest-dev__pytest-7490,False,15,2.20514000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7499,False,14,1.35922000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7500,False,9,0.96782000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7521,False,30,4.16678000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7535,True,10,0.97971000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7571,False,34,4.03825000,submitted (exit_cost),4
20240402_sweagent_gpt4,full,pytest-dev__pytest-7637,False,31,4.00714000,exit_cost,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7648,False,5,0.41926000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7673,False,11,0.99636000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-7749,False,30,4.00604000,submitted (exit_cost),2
20240402_sweagent_gpt4,full,pytest-dev__pytest-7939,False,36,4.06119000,exit_cost,33
20240402_sweagent_gpt4,full,pytest-dev__pytest-7982,True,36,4.03621000,submitted (exit_cost),21
20240402_sweagent_gpt4,full,pytest-dev__pytest-7985,False,33,4.11869000,exit_cost,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8022,True,31,4.07844000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8033,False,34,4.07138000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8055,False,17,2.02637000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8124,False,31,4.02044000,submitted (exit_cost),9
20240402_sweagent_gpt4,full,pytest-dev__pytest-8250,False,6,0.62835000,submitted,2
20240402_sweagent_gpt4,full,pytest-dev__pytest-8365,False,14,1.41526000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8399,True,9,0.87138000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8422,False,21,2.47769000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8428,False,18,2.39567000,submitted,3
20240402_sweagent_gpt4,full,pytest-dev__pytest-8447,False,24,2.92427000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8463,False,16,2.05788000,submitted,1
20240402_sweagent_gpt4,full,pytest-dev__pytest-8516,False,5,0.46327000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8641,True,10,0.93029000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8861,False,27,4.01460000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,pytest-dev__pytest-8906,False,24,2.58837000,submitted,3
20240402_sweagent_gpt4,full,pytest-dev__pytest-8950,False,32,4.15025000,exit_cost,25
20240402_sweagent_gpt4,full,pytest-dev__pytest-8952,False,34,4.08952000,submitted (exit_cost),17
20240402_sweagent_gpt4,full,pytest-dev__pytest-8987,True,9,0.81564000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9064,False,11,1.18754000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9066,True,7,0.62843000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9133,False,9,0.85428000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9249,False,23,2.44070000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9279,False,26,3.43892000,submitted,1
20240402_sweagent_gpt4,full,pytest-dev__pytest-9359,False,17,2.10576000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9475,False,32,3.84509000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9624,False,4,0.62641000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9646,False,31,4.00937000,submitted (exit_cost),2
20240402_sweagent_gpt4,full,pytest-dev__pytest-9681,False,31,3.22324000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9709,False,16,1.57217000,submitted,2
20240402_sweagent_gpt4,full,pytest-dev__pytest-9780,False,17,1.51388000,submitted,0
20240402_sweagent_gpt4,full,pytest-dev__pytest-9798,False,33,4.10214000,submitted (exit_cost),10
20240402_sweagent_gpt4,full,pytest-dev__pytest-9911,False,32,4.03215000,submitted (exit_cost),7
20240402_sweagent_gpt4,full,pytest-dev__pytest-9956,False,34,4.15999000,submitted (exit_cost),1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10198,False,31,4.09672000,submitted (exit_cost),18
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10297,True,20,2.23242000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10306,False,36,4.12061000,submitted (exit_cost),29
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10331,False,13,1.45725000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10377,False,23,3.15057000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10382,False,30,4.12750000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10397,False,17,1.77063000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10427,False,31,4.11121000,exit_cost,26
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10428,False,11,1.12266000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10443,False,32,4.02452000,submitted (exit_cost),2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10452,False,32,4.03444000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10459,False,29,4.01849000,exit_cost,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10471,False,12,1.10737000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10483,False,13,1.12785000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10495,False,34,4.14250000,submitted (exit_cost),8
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10508,False,11,1.01682000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10558,False,7,0.69654000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10577,False,23,2.67645000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10581,True,20,2.43693000,submitted,7
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10687,True,27,3.57242000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10774,False,11,1.20839000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10777,False,12,1.12015000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10803,False,16,1.99119000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10844,True,20,1.97630000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10870,False,31,4.00992000,submitted (exit_cost),3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10881,False,29,4.10685000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10899,False,31,4.12104000,submitted (exit_cost),20
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10908,False,14,1.42309000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10913,False,32,3.83982000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10949,False,16,1.68873000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10982,False,22,4.13953000,submitted (exit_cost),6
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-10986,True,9,0.97545000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11040,False,34,4.09355000,submitted (exit_cost),2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11042,False,33,4.09984000,submitted (exit_cost),1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11043,False,21,3.22013000,submitted,6
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11151,False,12,1.61786000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11160,True,13,1.39566000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11206,False,27,3.21418000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11235,False,21,2.34434000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11243,True,18,1.81191000,submitted,7
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11264,False,37,4.08580000,submitted (exit_cost),3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11281,False,29,4.05575000,submitted (exit_cost),11
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11310,True,19,2.05201000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11315,False,9,0.76622000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11333,True,12,1.12095000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11346,True,12,2.73333000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11391,False,13,1.29494000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11496,False,32,4.09067000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11542,False,12,1.15415000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11574,False,15,1.73442000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11578,True,11,1.46542000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11585,False,9,0.84931000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11596,False,18,1.73802000,submitted,5
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-11635,False,31,4.05195000,exit_cost,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12258,False,10,0.96715000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12421,False,14,1.34467000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12443,False,12,1.20967000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12462,False,22,3.05968000,submitted,4
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12471,False,27,4.16669000,submitted (exit_cost),16
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12486,False,9,0.88677000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12557,False,34,4.06827000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12583,False,13,1.54241000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12585,True,10,0.90135000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12625,True,28,3.96330000,submitted,9
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12626,False,14,1.69997000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12656,False,20,4.25837000,exit_cost,15
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12682,False,33,4.11255000,submitted (exit_cost),1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12704,False,13,1.29404000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12733,False,9,0.79527000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12758,False,14,1.29517000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12760,True,11,1.11719000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12784,False,29,4.04284000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12827,False,6,0.56335000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12834,False,27,3.38722000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12860,False,12,1.43256000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12908,False,29,4.11054000,submitted (exit_cost),1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12938,False,30,4.03798000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12961,False,13,1.43094000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12973,False,34,4.01307000,submitted (exit_cost),30
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12983,False,18,1.86519000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-12989,False,25,3.16923000,submitted,5
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13010,False,29,3.84656000,submitted (exit_format),10
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13013,False,15,1.57101000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13017,False,27,4.01550000,submitted (exit_cost),16
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13046,False,27,4.04195000,submitted (exit_cost),9
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13087,False,22,2.61009000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13124,False,25,4.09118000,submitted (exit_cost),6
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13135,False,12,1.35536000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13142,False,32,4.10206000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13143,False,29,4.00574000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13157,False,9,0.82972000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13165,False,10,0.97568000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13174,False,13,1.26880000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13221,False,11,1.08259000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13241,False,7,0.58073000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13253,False,29,4.02835000,submitted (exit_cost),6
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13280,False,11,1.03141000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13283,False,30,4.00618000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13302,False,16,1.81298000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13313,False,27,3.11580000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13328,False,15,1.73325000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13333,False,31,4.02075000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13363,False,18,2.01395000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13368,False,18,1.96195000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13392,False,22,2.30059000,submitted,9
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13436,False,29,3.36557000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13439,False,35,4.04415000,submitted (exit_cost),29
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13447,True,10,0.97408000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13454,False,34,4.07773000,submitted (exit_cost),17
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13467,False,33,4.02857000,submitted (exit_cost),20
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13472,False,8,0.70022000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13485,False,11,1.04950000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13496,False,10,1.28564000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13497,False,24,3.01106000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13536,False,14,1.36319000,submitted,6
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13549,False,22,2.75070000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13554,False,14,1.63897000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13584,True,12,1.21038000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13618,False,19,3.08246000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13620,True,13,2.01503000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13628,False,15,1.66959000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13641,False,33,3.77922000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13704,False,10,1.01269000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13726,False,18,4.23989000,exit_cost,9
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13779,False,12,1.14896000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13780,False,32,3.93815000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13828,False,19,2.16127000,submitted,6
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13864,False,12,1.13418000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13877,False,31,4.10538000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13910,False,10,1.01922000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13915,False,13,1.28923000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13933,False,20,2.10208000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13960,False,29,4.03008000,submitted (exit_cost),10
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13974,False,15,1.62507000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-13983,True,12,1.02871000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14012,False,26,3.31050000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14024,False,17,1.51507000,submitted,9
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14053,True,9,0.85476000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14067,False,13,1.62774000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14087,False,36,4.11041000,submitted (exit_cost),8
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14092,False,34,4.13611000,submitted (exit_cost),21
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14114,False,14,1.58478000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14125,False,23,3.05273000,submitted,13
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14141,True,19,1.85898000,submitted,5
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14237,False,25,2.88113000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14309,True,33,4.01066000,submitted (exit_cost),26
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14430,False,32,4.04690000,submitted (exit_cost),3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14450,False,8,0.73105000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14458,False,18,1.86194000,submitted,4
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14464,False,31,4.07692000,submitted (exit_cost),1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14496,True,9,0.82473000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14520,False,24,2.87758000,submitted,6
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14544,False,22,2.46244000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14591,False,4,0.33647000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14629,False,9,0.84024000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14704,False,15,1.71473000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14706,False,12,1.13671000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14710,False,30,4.07026000,submitted (exit_cost),22
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14732,True,11,1.18766000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14764,False,15,1.65973000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14806,False,30,4.01027000,submitted (exit_cost),1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14869,False,15,1.44972000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14878,False,13,1.24366000,submitted,6
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14890,False,28,4.17241000,submitted (exit_cost),4
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14894,True,25,2.85712000,submitted,10
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14898,False,18,2.01671000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14908,False,13,1.24524000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14983,False,32,4.13330000,submitted (exit_cost),3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-14999,False,6,0.64009000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15028,False,29,4.00181000,submitted (exit_cost),1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15084,False,8,0.75623000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15086,False,31,4.12937000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15094,False,23,2.48428000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15096,False,28,3.20087000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15100,False,36,4.12032000,submitted (exit_cost),26
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15119,False,24,3.16994000,submitted,12
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15120,False,10,1.10194000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15138,False,7,0.72563000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15393,True,8,0.74301000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15495,False,32,4.03439000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15512,False,32,4.04943000,submitted (exit_cost),2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15524,False,21,3.29581000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15535,True,19,2.17798000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-15625,False,17,2.12893000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-19664,True,9,0.80223000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-23099,False,26,2.99354000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-24145,False,26,4.06520000,submitted (exit_cost),7
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-24677,False,31,4.13582000,submitted (exit_cost),1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-24769,False,30,4.04050000,submitted (exit_cost),4
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25102,False,28,4.11799000,submitted (exit_cost),12
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25232,False,12,1.50554000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25299,False,18,2.09369000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25308,False,20,4.06712000,exit_cost,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25363,False,15,1.73832000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25370,True,10,1.12572000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25443,True,19,2.07752000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25500,False,9,0.93491000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25570,False,29,4.08801000,submitted (exit_cost),17
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25589,False,12,1.37622000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25601,False,26,4.01090000,submitted (exit_cost),18
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25638,False,18,2.09311000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25672,False,26,2.89420000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25694,False,14,1.46805000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25697,False,19,4.02025000,submitted (exit_cost),12
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25733,False,10,0.88846000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25744,False,32,4.04486000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25747,False,18,2.07740000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25752,False,26,4.15876000,submitted (exit_cost),9
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25774,False,27,3.09546000,submitted,2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25805,False,10,0.94168000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25931,True,17,2.13716000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25969,False,32,4.03665000,submitted (exit_cost),2
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-25973,False,32,4.12990000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-26194,False,10,0.96062000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-26242,False,11,0.98699000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-26289,False,12,1.15976000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-26318,False,17,1.95770000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-26323,False,29,4.06286000,submitted (exit_cost),0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-26400,False,23,3.19822000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-26634,False,29,3.67862000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-26644,False,23,3.27964000,submitted,1
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-3840,False,27,4.10044000,submitted (exit_cost),4
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-7760,False,13,1.14814000,submitted,3
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-8554,False,11,1.14807000,submitted,0
20240402_sweagent_gpt4,full,scikit-learn__scikit-learn-9274,False,22,2.51513000,submitted,3
